State,District,Year,Area (Hectare),Production (Tonnes),Yield (Kg/Ha),Crop,Season,ndvi_mean,ndvi_max,ndvi_std,ndvi_reading_count
1. Karnataka,RAMANAGARA,2020,,,,Unnamed: 12,Rabi,0.1043,0.1703,0.048762780376020394,17.0
1. Karnataka,SHIMOGA,2010,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2011,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2012,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2013,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2014,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2015,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2016,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2017,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,SHIMOGA,2018,,,,Unnamed: 12,Rabi,0.6039666666666667,0.6448,0.0444614814567996,3.0
1. Karnataka,SHIMOGA,2019,,,,Unnamed: 12,Rabi,0.6589037037037038,0.8429,0.15435399992694485,27.0
1. Karnataka,SHIMOGA,2020,4.0,5.0,1.25,Unnamed: 12,Rabi,0.6479999999999999,0.8189,0.13808800778755861,20.0
1. Karnataka,TUMKUR,2010,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2011,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2012,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2013,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2014,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2015,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2016,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2017,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,TUMKUR,2018,,,,Unnamed: 12,Rabi,0.5789,0.7596,0.20977228129569456,7.0
1. Karnataka,TUMKUR,2019,,,,Unnamed: 12,Rabi,0.5810925,0.7454,0.12312846821875695,40.0
1. Karnataka,TUMKUR,2020,,,,Unnamed: 12,Rabi,0.5152685714285715,0.6785,0.07933278667749423,35.0
1. Karnataka,UDUPI,2010,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2011,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2012,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2013,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2014,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2015,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2016,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2017,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UDUPI,2018,,,,Unnamed: 12,Rabi,0.196925,0.2842,0.08878743811298231,4.0
1. Karnataka,UDUPI,2019,,,,Unnamed: 12,Rabi,0.26506,0.6088,0.1390155267107479,25.0
1. Karnataka,UDUPI,2020,,,,Unnamed: 12,Rabi,0.274845,0.5417,0.131521715137203,20.0
1. Karnataka,UTTA,2010,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2011,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2012,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2013,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2014,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2015,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2016,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2017,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2018,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2019,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,UTTA,2020,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2010,76.0,50.0,0.66,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2011,828.0,545.0,0.66,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2012,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2013,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2014,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2015,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2016,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2017,,,,Unnamed: 12,Rabi,,,,
1. Karnataka,YADGIR,2018,,,,Unnamed: 12,Rabi,0.144925,0.1888,0.034718138871009004,4.0
1. Karnataka,YADGIR,2019,,,,Unnamed: 12,Rabi,0.15238181818181817,0.222,0.03606001130871169,22.0
1. Karnataka,YADGIR,2020,828.0,1073.0,1.3,Unnamed: 12,Rabi,0.17845652173913043,0.2564,0.04471316489161225,23.0
1. Karnataka,BAGALKOT,2010,1518.0,16956.0,11.17,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2011,1135.0,14772.0,13.01,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2012,,,,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2013,,,,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2014,,,,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2015,,,,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2016,,,,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2017,,,,Banana,Rabi,,,,
1. Karnataka,BAGALKOT,2018,,,,Banana,Rabi,0.08184,0.1133,0.021445932015186468,5.0
1. Karnataka,BAGALKOT,2019,,,,Banana,Rabi,0.08260400000000001,0.1571,0.039686075223769185,25.0
1. Karnataka,BAGALKOT,2020,,,,Banana,Rabi,0.11256666666666668,0.2142,0.05657968127634985,21.0
1. Karnataka,BANGALOR,2010,1288.0,46157.0,35.84,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2011,875.0,31914.0,36.47,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2012,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2013,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2014,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2015,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2016,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2017,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2018,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2019,,,,Banana,Rabi,,,,
1. Karnataka,BANGALOR,2020,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2010,2404.0,105423.0,43.85,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2011,2156.0,103046.0,47.79,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2012,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2013,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2014,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2015,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2016,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2017,,,,Banana,Rabi,,,,
1. Karnataka,BELGAUM,2018,,,,Banana,Rabi,0.609275,0.6825,0.07444359721740124,4.0
1. Karnataka,BELGAUM,2019,,,,Banana,Rabi,0.554408,0.7476,0.15098276093647248,25.0
1. Karnataka,BELGAUM,2020,,,,Banana,Rabi,0.5691241379310344,0.7478,0.18677912022946938,29.0
1. Karnataka,BELLARY,2010,1624.0,62633.0,38.57,Banana,Rabi,,,,
1. Karnataka,BELLARY,2011,1649.0,67189.0,40.75,Banana,Rabi,,,,
1. Karnataka,BELLARY,2012,,,,Banana,Rabi,,,,
1. Karnataka,BELLARY,2013,,,,Banana,Rabi,,,,
1. Karnataka,BELLARY,2014,,,,Banana,Rabi,,,,
1. Karnataka,BELLARY,2015,,,,Banana,Rabi,,,,
1. Karnataka,BELLARY,2016,,,,Banana,Rabi,,,,
1. Karnataka,BELLARY,2017,,,,Banana,Rabi,,,,
1. Karnataka,BELLARY,2018,,,,Banana,Rabi,0.07183333333333333,0.0945,0.03610295463439708,3.0
1. Karnataka,BELLARY,2019,,,,Banana,Rabi,0.07661052631578948,0.1676,0.04769172878133112,19.0
1. Karnataka,BELLARY,2020,,,,Banana,Rabi,0.0968764705882353,0.1546,0.05074580683923259,17.0
1. Karnataka,BENGALUR,2010,255.0,8548.0,33.52,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2011,281.0,7021.0,24.99,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2012,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2013,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2014,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2015,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2016,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2017,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2018,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2019,,,,Banana,Rabi,,,,
1. Karnataka,BENGALUR,2020,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2010,219.0,5144.0,23.49,Banana,Rabi,,,,
1. Karnataka,BIDAR,2011,92.0,2299.0,24.99,Banana,Rabi,,,,
1. Karnataka,BIDAR,2012,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2013,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2014,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2015,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2016,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2017,,,,Banana,Rabi,,,,
1. Karnataka,BIDAR,2018,,,,Banana,Rabi,0.5083,0.6334,0.13521102026092396,4.0
1. Karnataka,BIDAR,2019,,,,Banana,Rabi,0.42002083333333334,0.6765,0.11131546233923252,24.0
1. Karnataka,BIDAR,2020,,,,Banana,Rabi,0.45885769230769236,0.6744,0.09695054068163585,26.0
1. Karnataka,BIJAPUR,2010,1933.0,64912.0,33.58,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2011,1855.0,64548.0,34.8,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2012,,,,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2013,,,,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2014,,,,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2015,,,,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2016,,,,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2017,,,,Banana,Rabi,,,,
1. Karnataka,BIJAPUR,2018,,,,Banana,Rabi,0.40346666666666664,0.465,0.05698950195723186,3.0
1. Karnataka,BIJAPUR,2019,,,,Banana,Rabi,0.35706363636363636,0.7083,0.13748785416643192,22.0
1. Karnataka,BIJAPUR,2020,,,,Banana,Rabi,0.4571045454545455,0.7023,0.1301102553597661,22.0
1. Karnataka,CHAMARAJANAGAR,2010,8305.0,298831.0,35.98,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2011,10261.0,373090.0,36.36,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2012,,,,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2013,,,,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2014,,,,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2015,,,,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2016,,,,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2017,,,,Banana,Rabi,,,,
1. Karnataka,CHAMARAJANAGAR,2018,,,,Banana,Rabi,0.22010000000000002,0.2817,0.04523814761901729,5.0
1. Karnataka,CHAMARAJANAGAR,2019,,,,Banana,Rabi,0.20866666666666664,0.3945,0.09272135856065383,21.0
1. Karnataka,CHAMARAJANAGAR,2020,,,,Banana,Rabi,0.21118333333333333,0.2719,0.042219318828623245,18.0
1. Karnataka,CHIKBALLAPUR,2010,2413.0,50586.0,20.96,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2011,3297.0,76734.0,23.27,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2012,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2013,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2014,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2015,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2016,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2017,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2018,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2019,,,,Banana,Rabi,,,,
1. Karnataka,CHIKBALLAPUR,2020,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2010,2195.0,17780.0,8.1,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2011,2354.0,19180.0,8.15,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2012,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2013,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2014,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2015,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2016,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2017,,,,Banana,Rabi,,,,
1. Karnataka,CHIKMAGALUR,2018,,,,Banana,Rabi,0.13403333333333334,0.1545,0.034329627631731356,3.0
1. Karnataka,CHIKMAGALUR,2019,,,,Banana,Rabi,0.12054400000000001,0.2508,0.05622238640731407,25.0
1. Karnataka,CHIKMAGALUR,2020,,,,Banana,Rabi,0.160765,0.238,0.05252395218023467,20.0
1. Karnataka,CHITRADURGA,2010,2248.0,27118.0,12.06,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2011,2144.0,28245.0,13.17,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2012,,,,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2013,,,,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2014,,,,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2015,,,,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2016,,,,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2017,,,,Banana,Rabi,,,,
1. Karnataka,CHITRADURGA,2018,,,,Banana,Rabi,0.13254,0.2302,0.07495377242007235,5.0
1. Karnataka,CHITRADURGA,2019,,,,Banana,Rabi,0.12632857142857143,0.3267,0.06384756959240612,21.0
1. Karnataka,CHITRADURGA,2020,,,,Banana,Rabi,0.11197222222222224,0.2564,0.06736236342748039,18.0
1. Karnataka,DAKSHI,2010,3146.0,8186.0,2.6,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2011,3173.0,9268.0,2.92,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2012,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2013,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2014,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2015,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2016,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2017,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2018,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2019,,,,Banana,Rabi,,,,
1. Karnataka,DAKSHI,2020,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2010,2406.0,42812.0,17.79,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2011,2961.0,58225.0,19.66,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2012,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2013,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2014,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2015,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2016,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2017,,,,Banana,Rabi,,,,
1. Karnataka,DAVANGERE,2018,,,,Banana,Rabi,0.17375714285714286,0.1935,0.013020094359982854,7.0
1. Karnataka,DAVANGERE,2019,,,,Banana,Rabi,0.15907450980392157,0.2388,0.05478006514467559,51.0
1. Karnataka,DAVANGERE,2020,,,,Banana,Rabi,0.18535526315789475,0.3104,0.045692063876347604,38.0
1. Karnataka,DHARWAD,2010,393.0,9230.0,23.49,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2011,254.0,6347.0,24.99,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2012,,,,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2013,,,,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2014,,,,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2015,,,,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2016,,,,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2017,,,,Banana,Rabi,,,,
1. Karnataka,DHARWAD,2018,,,,Banana,Rabi,0.5165352941176471,0.6224,0.07837029843295605,17.0
1. Karnataka,DHARWAD,2019,,,,Banana,Rabi,0.557690909090909,0.79,0.09826071639215649,99.0
1. Karnataka,DHARWAD,2020,,,,Banana,Rabi,0.544838,0.7201,0.0685593126387287,100.0
1. Karnataka,GADAG,2010,247.0,5801.0,23.49,Banana,Rabi,,,,
1. Karnataka,GADAG,2011,456.0,11394.0,24.99,Banana,Rabi,,,,
1. Karnataka,GADAG,2012,,,,Banana,Rabi,,,,
1. Karnataka,GADAG,2013,,,,Banana,Rabi,,,,
1. Karnataka,GADAG,2014,,,,Banana,Rabi,,,,
1. Karnataka,GADAG,2015,,,,Banana,Rabi,,,,
1. Karnataka,GADAG,2016,,,,Banana,Rabi,,,,
1. Karnataka,GADAG,2017,,,,Banana,Rabi,,,,
1. Karnataka,GADAG,2018,,,,Banana,Rabi,0.19397999999999999,0.2278,0.03318428845101247,5.0
1. Karnataka,GADAG,2019,,,,Banana,Rabi,0.21937916666666668,0.522,0.1261161368813843,24.0
1. Karnataka,GADAG,2020,,,,Banana,Rabi,0.20162857142857143,0.4097,0.058286002975475544,21.0
1. Karnataka,GULBARGA,2010,2326.0,60127.0,25.85,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2011,2539.0,68891.0,27.13,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2012,,,,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2013,,,,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2014,,,,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2015,,,,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2016,,,,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2017,,,,Banana,Rabi,,,,
1. Karnataka,GULBARGA,2018,,,,Banana,Rabi,0.6657666666666667,0.8266,0.1498804301212581,3.0
1. Karnataka,GULBARGA,2019,,,,Banana,Rabi,0.4832125,0.6938,0.1367382848093711,24.0
1. Karnataka,GULBARGA,2020,,,,Banana,Rabi,0.46991999999999995,0.7944,0.16305272920132313,25.0
1. Karnataka,HASSAN,2010,3630.0,56555.0,15.58,Banana,Rabi,,,,
1. Karnataka,HASSAN,2011,4160.0,72039.0,17.32,Banana,Rabi,,,,
1. Karnataka,HASSAN,2012,,,,Banana,Rabi,,,,
1. Karnataka,HASSAN,2013,,,,Banana,Rabi,,,,
1. Karnataka,HASSAN,2014,,,,Banana,Rabi,,,,
1. Karnataka,HASSAN,2015,,,,Banana,Rabi,,,,
1. Karnataka,HASSAN,2016,,,,Banana,Rabi,,,,
1. Karnataka,HASSAN,2017,,,,Banana,Rabi,,,,
1. Karnataka,HASSAN,2018,,,,Banana,Rabi,0.38315,0.4669,0.10251859993841768,4.0
1. Karnataka,HASSAN,2019,,,,Banana,Rabi,0.46397142857142853,0.6817,0.20109917986619724,21.0
1. Karnataka,HASSAN,2020,,,,Banana,Rabi,0.49995,0.7341,0.19351692087945865,16.0
1. Karnataka,HAVERI,2010,1516.0,42166.0,27.81,Banana,Rabi,,,,
1. Karnataka,HAVERI,2011,1413.0,40820.0,28.89,Banana,Rabi,,,,
1. Karnataka,HAVERI,2012,,,,Banana,Rabi,,,,
1. Karnataka,HAVERI,2013,,,,Banana,Rabi,,,,
1. Karnataka,HAVERI,2014,,,,Banana,Rabi,,,,
1. Karnataka,HAVERI,2015,,,,Banana,Rabi,,,,
1. Karnataka,HAVERI,2016,,,,Banana,Rabi,,,,
1. Karnataka,HAVERI,2017,,,,Banana,Rabi,,,,
1. Karnataka,HAVERI,2018,,,,Banana,Rabi,0.1558,0.1675,0.01575753787874235,4.0
1. Karnataka,HAVERI,2019,,,,Banana,Rabi,0.180236,0.2732,0.04746335323173027,25.0
1. Karnataka,HAVERI,2020,,,,Banana,Rabi,0.19051578947368422,0.2256,0.023828490490677916,19.0
1. Karnataka,KODAGU,2010,1976.0,10145.0,5.13,Banana,Rabi,,,,
1. Karnataka,KODAGU,2011,1941.0,13760.0,7.09,Banana,Rabi,,,,
1. Karnataka,KODAGU,2012,,,,Banana,Rabi,,,,
1. Karnataka,KODAGU,2013,,,,Banana,Rabi,,,,
1. Karnataka,KODAGU,2014,,,,Banana,Rabi,,,,
1. Karnataka,KODAGU,2015,,,,Banana,Rabi,,,,
1. Karnataka,KODAGU,2016,,,,Banana,Rabi,,,,
1. Karnataka,KODAGU,2017,,,,Banana,Rabi,,,,
1. Karnataka,KODAGU,2018,,,,Banana,Rabi,0.352,0.4075,0.03868910268624314,4.0
1. Karnataka,KODAGU,2019,,,,Banana,Rabi,0.34099999999999997,0.3987,0.04377035526472227,21.0
1. Karnataka,KODAGU,2020,,,,Banana,Rabi,0.3353470588235294,0.4134,0.045330124057395026,17.0
1. Karnataka,KOLAR,2010,823.0,10525.0,12.79,Banana,Rabi,,,,
1. Karnataka,KOLAR,2011,750.0,10234.0,13.65,Banana,Rabi,,,,
1. Karnataka,KOLAR,2012,,,,Banana,Rabi,,,,
1. Karnataka,KOLAR,2013,,,,Banana,Rabi,,,,
1. Karnataka,KOLAR,2014,,,,Banana,Rabi,,,,
1. Karnataka,KOLAR,2015,,,,Banana,Rabi,,,,
1. Karnataka,KOLAR,2016,,,,Banana,Rabi,,,,
1. Karnataka,KOLAR,2017,,,,Banana,Rabi,,,,
1. Karnataka,KOLAR,2018,,,,Banana,Rabi,0.1892,0.1892,,1.0
1. Karnataka,KOLAR,2019,,,,Banana,Rabi,0.13452941176470587,0.2989,0.05310884771751646,17.0
1. Karnataka,KOLAR,2020,,,,Banana,Rabi,0.15650666666666666,0.2203,0.03488119564355284,15.0
1. Karnataka,KOPPAL,2010,1279.0,75163.0,58.77,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2011,1425.0,97498.0,68.42,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2012,,,,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2013,,,,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2014,,,,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2015,,,,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2016,,,,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2017,,,,Banana,Rabi,,,,
1. Karnataka,KOPPAL,2018,,,,Banana,Rabi,0.14582499999999998,0.1966,0.026032493431972944,8.0
1. Karnataka,KOPPAL,2019,,,,Banana,Rabi,0.1468377777777778,0.2573,0.048037945649478206,45.0
1. Karnataka,KOPPAL,2020,,,,Banana,Rabi,0.20539166666666667,0.327,0.05098597776419933,36.0
1. Karnataka,MANDYA,2010,1779.0,51345.0,28.86,Banana,Rabi,,,,
1. Karnataka,MANDYA,2011,2107.0,62005.0,29.43,Banana,Rabi,,,,
1. Karnataka,MANDYA,2012,,,,Banana,Rabi,,,,
1. Karnataka,MANDYA,2013,,,,Banana,Rabi,,,,
1. Karnataka,MANDYA,2014,,,,Banana,Rabi,,,,
1. Karnataka,MANDYA,2015,,,,Banana,Rabi,,,,
1. Karnataka,MANDYA,2016,,,,Banana,Rabi,,,,
1. Karnataka,MANDYA,2017,,,,Banana,Rabi,,,,
1. Karnataka,MANDYA,2018,,,,Banana,Rabi,0.35505000000000003,0.6307,0.24780435281230892,12.0
1. Karnataka,MANDYA,2019,,,,Banana,Rabi,0.5706666666666667,0.7715,0.13602740716487974,81.0
1. Karnataka,MANDYA,2020,,,,Banana,Rabi,0.5860217391304348,0.8436,0.1340640999776349,69.0
1. Karnataka,MYSORE,2010,5468.0,142523.0,26.06,Banana,Rabi,,,,
1. Karnataka,MYSORE,2011,5610.0,154656.0,27.57,Banana,Rabi,,,,
1. Karnataka,MYSORE,2012,,,,Banana,Rabi,,,,
1. Karnataka,MYSORE,2013,,,,Banana,Rabi,,,,
1. Karnataka,MYSORE,2014,,,,Banana,Rabi,,,,
1. Karnataka,MYSORE,2015,,,,Banana,Rabi,,,,
1. Karnataka,MYSORE,2016,,,,Banana,Rabi,,,,
1. Karnataka,MYSORE,2017,,,,Banana,Rabi,,,,
1. Karnataka,MYSORE,2018,,,,Banana,Rabi,0.11737142857142857,0.1546,0.027056220128078633,7.0
1. Karnataka,MYSORE,2019,,,,Banana,Rabi,0.11116666666666666,0.1522,0.015959898934007694,42.0
1. Karnataka,MYSORE,2020,,,,Banana,Rabi,0.12116129032258063,0.2067,0.03374371721688207,31.0
1. Karnataka,RAICHUR,2010,79.0,1855.0,23.48,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2011,71.0,1774.0,24.99,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2012,,,,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2013,,,,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2014,,,,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2015,,,,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2016,,,,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2017,,,,Banana,Rabi,,,,
1. Karnataka,RAICHUR,2018,,,,Banana,Rabi,0.21623333333333336,0.267,0.03357240930684998,6.0
1. Karnataka,RAICHUR,2019,,,,Banana,Rabi,0.25755,0.6704,0.15673818712211005,44.0
1. Karnataka,RAICHUR,2020,,,,Banana,Rabi,0.28023658536585366,0.6815,0.12324963236476119,41.0
1. Karnataka,RAMANAGARA,2010,2127.0,64046.0,30.11,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2011,2163.0,71083.0,32.86,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2012,,,,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2013,,,,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2014,,,,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2015,,,,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2016,,,,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2017,,,,Banana,Rabi,,,,
1. Karnataka,RAMANAGARA,2018,,,,Banana,Rabi,0.13056666666666666,0.1606,0.02883579950917493,3.0
1. Karnataka,RAMANAGARA,2019,,,,Banana,Rabi,0.11243157894736842,0.209,0.04239443166569532,19.0
1. Karnataka,RAMANAGARA,2020,,,,Banana,Rabi,0.1043,0.1703,0.048762780376020394,17.0
1. Karnataka,SHIMOGA,2010,5372.0,97341.0,18.12,Banana,Rabi,,,,
